,Unnamed: 0,CODUSU,ANO4_x,TRIMESTRE_x,NRO_HOGAR,COMPONENTE,H15,REGION_x,MAS_500_x,AGLOMERADO_x,PONDERA_x,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,CH12,CH13,CH14,CH15,CH15_COD,CH16,CH16_COD,NIVEL_ED,ESTADO,CAT_OCUP,CAT_INAC,IMPUTA,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,PP03C,PP03D,PP3E_TOT,PP3F_TOT,PP03G,PP03H,PP03I,PP03J,INTENSI,PP04A,PP04B_COD,PP04B1,PP04B2,PP04B3_MES,PP04B3_ANO,PP04B3_DIA,PP04C,PP04C99,PP04D_COD,PP04G,PP05B2_MES,PP05B2_ANO,PP05B2_DIA,PP05C_1,PP05C_2,PP05C_3,PP05E,PP05F,PP05H,PP06A,PP06C,PP06D,PP06E,PP06H,PP07A,PP07C,PP07D,PP07E,PP07F1,PP07F2,PP07F3,PP07F4,PP07F5,PP07G1,PP07G2,PP07G3,PP07G4,PP07G_59,PP07H,PP07I,PP07J,PP07K,PP08D1,PP08D4,PP08F1,PP08F2,PP08J1,PP08J2,PP08J3,PP09A,PP09A_ESP,PP09B,PP09C,PP09C_ESP,PP10A,PP10C,PP10D,PP10E,PP11A,PP11B_COD,PP11B1,PP11B2_MES,PP11B2_ANO,PP11B2_DIA,PP11C,PP11C99,PP11D_COD,PP11G_ANO,PP11G_MES,PP11G_DIA,PP11L,PP11L1,PP11M,PP11N,PP11O,PP11P,PP11Q,PP11R,PP11S,PP11T,P21,DECOCUR,IDECOCUR,RDECOCUR,GDECOCUR,PDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,IDECINDR,RDECINDR,GDECINDR,PDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF_x,DECIFR_x,IDECIFR_x,RDECIFR_x,GDECIFR_x,PDECIFR_x,ADECIFR_x,IPCF_x,DECCFR_x,IDECCFR_x,RDECCFR_x,GDECCFR_x,PDECCFR_x,ADECCFR_x,PONDIH_x,ANO4_y,TRIMESTRE_y,REALIZADA,REGION_y,MAS_500_y,AGLOMERADO_y,PONDERA_y,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF_y,DECIFR_y,IDECIFR_y,RDECIFR_y,GDECIFR_y,PDECIFR_y,ADECIFR_y,IPCF_y,DECCFR_y,IDECCFR_y,RDECCFR_y,GDECCFR_y,PDECCFR_y,ADECCFR_y,PONDIH_y,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4
53,53,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,3,1,44,N,20,208,3,2,2000-04-22 00:00:00,22,2,1.0,1,1,1,4,2,3.0,3,66.0,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,-9.0,12,12.0,12,,12.0,12,0,0,0,0,-9,0,0,0,7200,0,0,0,0,-9,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
54,54,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,4,1,44,N,20,208,3,2,2007-11-03 00:00:00,15,5,1.0,1,1,1,4,2,2.0,3,66.0,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
55,55,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,5,1,44,N,20,208,3,1,2010-07-18 00:00:00,12,5,1.0,1,1,1,2,2,6.0,3,66.0,1,,1,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
56,56,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,6,0,44,N,20,208,3,2,2014-11-24 00:00:00,8,5,1.0,1,1,1,2,2,2.0,3,66.0,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
57,57,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,7,0,44,N,20,208,5,1,2020-07-08 00:00:00,2,5,3.0,2,3,0,0,0,,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
58,58,TQRMNOPSWHJMKNCDEHGHJ00796976,2023,1,1,8,1,44,N,20,208,4,1,1993-02-11 00:00:00,30,2,3.0,1,1,1,4,2,3.0,3,66.0,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,208,0,0.0,0,0.0,0,,0.0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,208,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,2,6,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0
59,59,TQRMNOQRUHLLKQCDEHGHJ00717010,2023,1,1,1,1,44,N,20,76,1,2,1958-12-05 00:00:00,64,5,1.0,1,2,0,7,1,,3,6.0,1,,6,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,25.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,9100.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,42331.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100000.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,6,6.0,4,,7.0,4,89,50000,200000.0,9,9.0,8,,9.0,8,91,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,6,6.0,5,,7.0,5,200000.0,10,10.0,9,,10.0,9,83,2023,1,1,44,N,20,76,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,200000,6,6.0,5,,7.0,5,200000.0,10,10.0,9,,10.0,9,83,1,0,98,0,0,0
60,60,TQRMNOQTSHLNKRCDEHGHJ00716992,2023,1,1,1,1,44,N,20,164,1,2,1986-10-06 00:00:00,36,5,1.0,1,2,0,2,1,,1,,1,,2,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,56314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000,3,3.0,2,,4.0,2,183,0,58000.0,3,3.0,2,,3.0,2,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,164,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,5,1,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,2,0,0,0
61,61,TQRMNOQTSHLNKRCDEHGHJ00716992,2023,1,1,2,1,44,N,20,164,3,2,2002-01-24 00:00:00,21,5,3.0,1,2,0,4,2,1.0,1,,1,,3,2,3,0,,2,1,2,2,2,1,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,2.0,2.0,9700.0,1.0,0.0,0.0,3.0,0.0,0.0,57314.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0,,0.0,0,164,0,-9.0,12,12.0,12,,12.0,12,0,0,0,0,-9,0,0,0,0,0,0,0,0,-9,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,164,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,5,1,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,2,0,0,0
62,62,TQRMNOQTSHLNKRCDEHGHJ00716992,2023,1,1,3,1,44,N,20,164,3,1,2005-01-02 00:00:00,18,5,1.0,1,2,0,4,2,4.0,1,,1,,3,2,3,0,,2,1,1,2,2,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,2.0,2.0,4000.0,2.0,0.0,0.0,0.0,9.0,0.0,72314.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0,,0.0,0,164,0,0.0,0,0.0,0,,0.0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,164,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,5,1,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,2,0,0,0
63,63,TQRMNOQTSHLNKRCDEHGHJ00716992,2023,1,1,4,1,44,N,20,164,3,2,2007-07-11 00:00:00,15,5,1.0,1,1,1,4,2,3.0,1,,1,,3,3,0,3,,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,164,0,0.0,0,0.0,0,,0.0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,164,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,5,1,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,2,0,0,0
64,64,TQRMNOQTSHLNKRCDEHGHJ00716992,2023,1,1,5,0,44,N,20,164,5,1,2017-04-02 00:00:00,5,5,3.0,2,2,0,1,1,,1,,1,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,,0.0,0,164,0,0.0,0,0.0,0,,0.0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,2023,1,1,44,N,20,164,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,4,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,5,1,4,0,12,12.0,12,,12.0,12,0.0,12,12.0,12,,12.0,12,0,1,0,2,0,0,0
65,65,TQRMNORWXHLMMLCDEFIAH00714619,2023,1,1,3,0,43,S,2,878,5,1,2014-11-13 00:00:00,8,5,1.0,1,1,1,2,2,1.0,1,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,878,0,0.0,0,0.0,0,0.0,,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,5,5.0,5,5.0,,5,50000.0,4,4.0,3,4.0,,3,1260,2023,1,1,43,S,2,878,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,2,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,150000,5,5.0,5,5.0,,5,50000.0,4,4.0,3,4.0,,3,1260,2,0,98,0,0,0
66,66,TQRMNORWXHLMMLCDEFIAH00714619,2023,1,1,1,1,43,S,2,878,1,2,1947-11-20 00:00:00,75,3,1.0,1,2,0,3,2,99.0,2,,1,,4,3,0,1,1.0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,878,0,60000.0,3,3.0,3,3.0,,3,1044,60000,0,0,0,0,0,0,0,0,0,0,0,60000,150000,5,5.0,5,5.0,,5,50000.0,4,4.0,3,4.0,,3,1260,2023,1,1,43,S,2,878,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,2,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,150000,5,5.0,5,5.0,,5,50000.0,4,4.0,3,4.0,,3,1260,2,0,98,0,0,0
67,67,TQRMNORWXHLMMLCDEFIAH00714619,2023,1,1,2,1,43,S,2,878,3,1,1989-04-12 00:00:00,33,5,1.0,1,2,0,4,2,2.0,1,,1,,3,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,30.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,8401.0,2.0,0.0,0.0,0.0,0.0,99.0,9.0,80313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,5,6.0,5,5.0,,5,1530,0,90000.0,5,6.0,5,5.0,,6,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,5,5.0,5,5.0,,5,50000.0,4,4.0,3,4.0,,3,1260,2023,1,1,43,S,2,878,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,2,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,150000,5,5.0,5,5.0,,5,50000.0,4,4.0,3,4.0,,3,1260,2,0,98,0,0,0
68,68,TQRMNORVRHMMMLCDEFIAH00798339,2023,1,1,1,1,43,S,2,920,1,1,1976-08-07 00:00:00,46,1,1.0,1,2,0,7,2,2.0,2,,1,,5,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,3600.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,10333.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,8,8.0,8,8.0,,8,1229,0,150000.0,8,8.0,8,8.0,,8,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,7,7.0,7,7.0,,6,73333.33,6,6.0,5,6.0,,5,2381,2023,1,1,43,S,2,920,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,4,ELECTRICIDAD,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,220000,7,7.0,7,7.0,,6,73333.33,6,6.0,5,6.0,,5,2381,2,1,98,0,0,0
69,69,TQRMNORVRHMMMLCDEFIAH00798339,2023,1,1,2,1,43,S,2,920,2,2,1976-11-25 00:00:00,46,1,1.0,1,2,0,4,1,,2,,1,,4,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,12.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,4811.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,30133.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,7.0,5.0,2.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,4,4.0,4,4.0,,4,2168,0,70000.0,4,4.0,4,4.0,,4,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,7,7.0,7,7.0,,6,73333.33,6,6.0,5,6.0,,5,2381,2023,1,1,43,S,2,920,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,4,ELECTRICIDAD,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,220000,7,7.0,7,7.0,,6,73333.33,6,6.0,5,6.0,,5,2381,2,1,98,0,0,0
70,70,TQRMNORVRHMMMLCDEFIAH00798339,2023,1,1,3,0,43,S,2,920,3,2,2014-12-01 00:00:00,8,5,1.0,1,1,2,2,2,2.0,2,,1,,1,4,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,920,0,0.0,0,0.0,0,0.0,,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,7,7.0,7,7.0,,6,73333.33,6,6.0,5,6.0,,5,2381,2023,1,1,43,S,2,920,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,4,ELECTRICIDAD,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,220000,7,7.0,7,7.0,,6,73333.33,6,6.0,5,6.0,,5,2381,2,1,98,0,0,0
71,71,TQRMNORPPHKOMMCDEFIAH00775703,2023,1,1,1,1,43,S,2,738,1,2,1992-04-03 00:00:00,30,1,4.0,1,2,0,4,1,,1,,1,,4,3,0,4,,0,0,0,0,0,0,0,0,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,738,0,0.0,0,0.0,0,0.0,,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2023,1,1,43,S,2,738,1,,2,1,,4,2,1,1,,1,1,1,3,2,1,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,2,98,0,0,0
72,72,TQRMNORPPHKOMMCDEFIAH00775703,2023,1,1,2,1,43,S,2,738,2,1,1984-08-23 00:00:00,38,1,1.0,1,2,0,4,1,,3,18.0,1,,4,1,3,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,48.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,5601.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,47313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-9.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,12,12.0,12,12.0,,12,0,0,-9.0,12,12.0,12,12.0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2023,1,1,43,S,2,738,1,,2,1,,4,2,1,1,,1,1,1,3,2,1,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,2,98,0,0,0
73,73,TQRMNORPPHKOMMCDEFIAH00775703,2023,1,1,3,0,43,S,2,738,3,2,2021-06-02 00:00:00,1,5,1.0,3,0,0,0,0,,1,,6,,7,4,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,,0,738,0,0.0,0,0.0,0,0.0,,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,2023,1,1,43,S,2,738,1,,2,1,,4,2,1,1,,1,1,1,3,2,1,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,0,12,12.0,12,12.0,,12,0.0,12,12.0,12,12.0,,12,0,1,2,98,0,0,0
